EIN	GRSCONTRGIFTS	INTRSTRVNUE	DIVIDNDSAMT	GRSRENTS	GRSSLSPRAMT	GRSPROFITBUS	OTHERINCAMT	DIST_DELTA
341954786	50075	3	21919	26878	1679	0	9125	0
341955062	0	0	0	0	0	0	0	6088
341956988	0	11049	0	0	0	0	0	3846
341957355	1156531	3010	25114	0	0	0	0	1151575
341959056	400	490	1705	0	19532	0	0	-291
341959904	0	0	0	0	0	0	0	0
341960643	0	12681	14256	0	518575	0	0	-2185
341961400	0	15820	2741	0	362313	0	0	70979
341962709	17136	1	1342	0	0	0	11240	3399
341963590	0	76515	151624	0	3057105	0	1940	77339
341963631	0	2635	14471	0	94574	0	0	6149
341963657	50000	1	0	0	0	0	0	52033
341964471	0	1	20132	0	176126	0	0	2053
341964708	0	0	0	0	0	0	0	0
341964795	205135	0	0	0	0	0	147516	-4764
341964921	323731	4	7001	0	124474	0	0	166196
341966354	13918	1697	8672	0	0	193	1759	2751
341967524	0	0	5683	0	426679	0	5753	2525
341969366	2000	938	7710	0	112712	0	0	-6601
341969505	80000	0	0	0	0	0	0	77584
341969599	0	0	3569	0	0	0	0	-1873
341970010	0	0	0	0	0	0	0	0
341970037	269518	0	14	0	0	0	-985	138185
341972915	0	1263	11270	0	0	0	0	-3553
341973043	0	2	6094	0	56349	0	0	-9660
341973107	35000	16	7222	0	0	0	0	18875
341973111	0	0	98	0	0	0	0	99
341973213	25979	0	0	0	25472	0	0	24986
341974937	0	0	177167	0	1748211	0	0	333205
341976024	0	0	6657	0	58781	0	0	16925
341977626	26499	0	0	0	0	46	7344	0
341977906	0	0	0	0	0	0	0	0
341979016	50000	0	10914	0	83572	0	0	-673
341982414	69467	688	2386	0	105000	0	0	5013
341992544	64620	0	911	0	33697	0	0	21905
341994510	26000	0	1	0	0	0	136	44610
341994530	72140	1	0	0	0	0	0	121028
341997151	4000	0	0	0	0	1	0	0
342000947	1100	3	0	0	0	0	1	-22
342000947	1650	1	0	0	0	0	0	-8
342004580	0	1	0	0	0	0	0	-815
342007978	100000	1	4802	0	57610	0	0	123653
342009805	0	14372	4542	0	272939	0	0	0
342010304	524830	0	19857	0	328938	0	0	39913
342010402	0	21	19119	0	0	0	0	18500
342013969	0	0	1888	0	49642	0	116	35027
342013975	0	0	1481	0	20458	0	0	2415
342014161	111656	0	19198	0	115582	0	0	-7987
342015349	20644	0	0	0	0	0	0	20000
342025228	160500	0	2	0	0	0	0	150700
342025283	4000	751	0	0	0	0	0	-48
342027326	0	3674	2164	0	8117	0	0	-409
342027656	16000	1	0	0	0	0	0	11040
342037021	380000	404	1125684	0	1543798	0	0	-1043411
342039917	1233078	0	0	0	0	0	0	-9200
342044584	202837	0	6389	0	755079	0	3221	374781
342045559	17775	0	0	0	0	0	0	17750
342045752	250182	21	0	0	0	0	0	277484
342045905	0	8899	42704	0	476666	0	0	-13894
342048782	16500	0	0	0	0	0	0	17099
342051892	250	0	0	0	0	0	0	230
342053631	0	0	27766	0	249855	0	0	126065
342053837	0	0	497015	0	1069316	0	2990	-129123
342054306	101413	6	0	0	67925	0	0	107248
342056927	0	0	66554	0	258014	0	0	419878
342058891	412620	0	14131	0	117706	0	0	51682
342059360	0	75	0	0	0	0	0	26774
344006013	0	0	0	0	0	0	2916	-9407
344431307	36578	934	0	0	0	0	0	0
344436480	88863	193	921983	0	6384237	0	0	0
344472537	1354	475	0	0	0	0	513	3600
344479715	0	188	10844	0	0	0	0	-3464
346000445	0	0	128357	0	1150661	0	0	-18211
346400067	6739	0	139411	0	546774	0	0	-87329
346500595	0	0	993922	0	0	0	0	3783100
346500660	0	0	106606	0	587854	0	640	-6135
346500706	0	0	62029	0	422553	0	0	-28854
346500802	0	0	178968	0	1137758	0	0	-49207
346500951	0	0	15253	0	52752	0	0	423
346501001	0	0	31087	0	335375	0	219	-1737
346501032	0	13	7797	0	65234	0	0	-361
346501856	8000000	0	36618	0	4575421	0	39419	7476430
346501908	0	0	161941	0	12649720	0	-1498	-161679
346501926	0	1	648	0	0	0	0	-660
346502547	0	0	21160	0	250609	0	0	69348
346502592	0	0	105901	0	1832455	0	1250	-37447
346502594	0	0	16130	0	334568	0	141	50
346502625	0	0	25235	0	747684	0	0	456604
346502625	0	0	34068	0	740138	0	1544	17120
346502646	0	0	9486	0	78510	0	66	24861
346503030	0	0	126804	0	3615930	0	916122	897776
346503210	0	0	55621	0	482853	0	0	-6708
346504800	0	0	2766	0	38607	0	94	56
346504812	756000	11590	472376	0	4599365	0	3267	475795
346504813	0	0	38018	0	0	0	0	-10261
346504817	0	0	2638	0	6472	0	0	-3896
346504818	0	0	162880	0	1366440	0	0	-116855
346504819	0	0	13192	0	24264	0	0	3384
346504822	0	0	110	0	0	0	85728	30147
346504927	0	0	71248	0	602350	0	-1376	-15882
346505031	0	0	37462	0	0	0	0	1913
346505032	0	0	19051	0	85576	0	0	-570
346505038	10000	0	1676920	0	43192562	0	21530	-1272097
346505181	0	0	308705	0	56475294	0	0	1464681
346505181	5250000	0	315947	0	31863205	0	7353	1379934
346505254	0	311	178764	0	157496	0	171570	16193
346505619	0	0	121813	0	1441144	0	52439	-14712
346505729	0	0	815152	0	5528543	0	0	-63878
346505938	0	0	9516	0	151578	0	144	423
346505958	0	0	16636	0	162810	0	0	-1842
346505979	0	0	819	0	46698	0	0	-20
346505982	0	0	2168	0	143916	0	0	-119
346505983	0	0	1230	0	86249	0	0	-78
346505984	0	0	5170	0	349408	0	0	286
346505996	0	0	49849	0	280553	0	0	-3042
346506072	0	0	141522	0	785134	0	611	-8312
346506088	0	0	8754	0	109540	0	0	-296
346506110	0	63	110297	0	607182	0	0	-46504
346506209	0	8	9835	0	104019	0	0	-12698
346506262	0	0	16671	0	88931	0	118	-2118
346506263	0	0	9225	0	21912	0	0	-855
346506391	0	46	17499	0	37639	0	272	-321
346506457	0	0	54267	0	830604	0	0	50014
346506577	0	0	3673	0	50292	0	87	-75
346506711	0	0	11484	0	110158	0	0	-165
346506755	0	0	29737	0	42215	0	426	-171
346506756	0	0	117982	0	1036617	0	0	-21517
346506846	46616	902	918632	46040	14552128	43193	188867	0
346506909	0	0	61587	0	376293	0	0	-3596
346507206	0	0	12171	0	22351	0	0	468
346507457	0	0	385175	0	2048351	0	74180	294854
346507593	0	0	19187	0	594226	0	70000	0
346507891	0	0	40441	0	237281	0	0	-2229
346507940	0	0	11484	0	152052	0	174	-1239
346507961	0	0	26398	0	520054	0	442	-14969
346508045	0	0	11400	0	267325	0	0	-966
346508111	0	0	409183	0	3201470	0	0	111071
346508419	0	0	73348	0	415166	0	0	3078
346508442	0	0	7289	0	343773	0	138	1981
346508512	0	0	13884	0	256930	0	0	401
346508585	0	0	3364	0	185970	0	-198	-239
346508733	0	0	11366	0	59551	0	620	-3
346508762	0	0	5774	0	91310	0	327	1651
346508787	0	0	27972	0	3687	0	209	-21169
346509064	0	0	8530	0	84330	0	0	-649
346509476	0	0	2842	0	3156	0	0	-7309
346510523	0	95	9810	0	0	0	0	16544
346510846	0	0	3547	0	21688	0	0	1903
346510846	0	0	2515	0	29502	0	68	-1259
346510993	0	907	348616	0	1985988	0	-10675	-41447
346510994	0	0	1024264	0	9349587	0	0	199648
346511016	0	0	2957	0	42758	0	0	-923
346511198	0	0	229009	0	5595753	0	223	-67363
346512433	0	0	1960338	0	28708357	0	28438	-670722
346512452	0	0	72404	0	739403	0	0	-10307
346512452	0	0	69572	0	276830	0	0	772
346512852	0	0	27802	0	0	0	0	-5166
346513247	0	0	99235	0	308179	0	0	-38565
346513612	0	0	47392	0	108549	0	0	20064
346513614	0	0	0	0	0	0	0	0
346513616	0	0	432739	0	15278489	0	69232	-198878
346513634	8617	0	113927	0	367512	0	0	-40290
346513655	0	31478	192182	0	3149651	0	3848	46716
346513672	361152	32	26797	0	314597	0	0	234398
346513679	500	0	25556	0	395429	0	303	7940
346513729	10557101	0	668086	0	23917048	0	0	-193986
346513748	0	457	326575	0	42940436	0	0	-144536
346513791	0	278	213330	0	7764737	0	0	-147364
346513797	0	22178	100828	0	1784157	0	2373	1160
346513798	0	86	512532	0	4330042	0	0	72709
346513799	0	3	199435	0	1639864	0	43647	-15170
346514078	0	49	50744	0	1394243	0	0	-15197
346514079	0	60	68325	0	1622527	0	0	-18788
346514181	0	98	1107552	0	0	0	2824	2930373
346514235	0	190906	2868518	0	40157458	0	1555	-1229678
346514375	1000	17450	1385050	0	0	0	167453	-1260163
346514772	0	324	20345	0	12955	0	58	28388
346515110	0	52	43635	0	8439082	0	0	-8999
346515142	0	0	51141	0	90070	0	0	-11632
346515316	0	21	24932	0	384657	0	20	-10018
346515503	0	0	7172	0	145413	0	0	-2764
346515505	0	0	18341	0	340877	0	0	-8483
346515519	0	0	2107	0	6500	0	0	-1244
346515526	0	0	183365	0	3465854	0	0	-85218
346515578	0	0	2649	0	22891	0	0	-2037
346515637	0	0	3955	0	41344	0	0	-1794
346515738	0	0	14296	0	269862	0	0	-1879
346516439	0	0	126007	0	2038879	0	76	4169
346516440	0	0	51426	0	23201	0	0	-7638
346516441	0	0	81462	0	1549458	0	0	-53119
346516469	0	0	21544	0	426607	0	0	13066
346516526	0	0	96376	0	852416	0	0	-26494
346516550	0	452	694020	0	1330817	0	0	120139
346516702	0	0	12396	0	218400	0	487	-337
346516721	0	0	22737	0	324400	0	0	51086
346516724	0	1	3395	0	17089	0	0	5677
346516726	0	10	108160	0	960518	0	5490	-6741
346516844	0	169	10310	0	399033	0	0	-23540
346516968	0	55	333783	0	826450	0	0	-63571
346516969	0	386	2072131	0	1173421	0	0	81899
346517801	0	151	387000	0	100000	0	0	25823
346517809	0	4325	182027	0	11052193	0	0	-47391
346517914	0	0	18537	0	399868	0	0	103429
346517957	0	1796	244100	0	76904895	0	610	14103373
346518063	0	0	7216	0	11106	0	-472	-12345
346518355	1200000	0	88639	0	2130000	0	0	1146020
346518567	0	2	31511	0	707424	0	0	-3847
346518714	0	0	43478	0	235754	0	0	-45391
346518820	0	0	355999	0	1361645	0	0	-91346
346518852	0	0	28158	0	133209	0	0	-25542
346519769	0	7550	10018803	0	142161643	0	770398	-1159404
346519863	1082046	4190	312988	0	8486021	0	2681	444515
346520026	0	0	28511	0	197902	0	2574	5469
346520032	0	0	94066	0	1567381	0	0	279586
346520188	0	249	490651	0	3948445	0	0	4572798
346520191	240	0	433906	0	5580302	0	2027877	975269
346520252	0	25	61298	0	602788	0	129	-4222
346520254	0	620	7328294	0	10088535	0	0	-2989721
346520257	187622	7	343	0	0	0	2256	1340003
346520282	0	0	29126	0	0	0	0	3688
346520425	3795798	0	1910	0	2607450	0	0	1413457
346520456	18	1346	15920	0	12	0	0	-3185
346521078	0	32	84396	0	160934	0	0	-8291
346521216	75820	0	0	0	0	0	0	37975
346521259	0	0	85196	0	335347	0	0	-22088
346521422	0	0	21271	0	119301	0	0	-2675
346521496	0	5031	43523	0	217617	0	0	-16245
346522097	40392	0	63116	0	358764	0	-104	-30133
346522143	911002	25382	58864	28069	1353199	0	1681	-375
346522426	0	0	4467	0	138303	0	0	18000
346522477	0	0	13897	0	0	0	0	229
346522598	12134	632	0	0	0	0	30	21965
346522959	0	0	0	0	0	0	0	-338
346523024	0	132	345549	0	3651704	0	0	-75684
346523033	0	41	389723	0	8169862	0	0	-36533
346523110	0	25	26659	0	108458	0	0	-11181
346523126	0	319	0	0	0	0	0	762
346523175	0	29	24580	3520	277450	0	-352	-10143
346523604	0	0	2851	0	3082	0	41	-883
346523819	0	0	220006	0	726172	0	0	-10807
346524600	0	0	7428	0	118303	0	189	-4313
346524601	0	0	2087	0	4770	0	0	-1550
346524605	0	0	4796	0	11620	0	0	-3014
346524958	0	0	29449	0	791837	0	0	634147
346525047	7886	19	119334	0	1181016	0	0	-91965
346525124	1500000	7303	0	0	0	0	0	1724372
346525274	0	0	23424	0	68122	0	0	-8759
346525363	0	0	7815	0	130741	0	0	5080
346525364	0	0	7018	0	573052	0	0	-501
346525508	0	0	42274	0	1149576	0	0	271259
346525555	0	13	37722	0	110401	0	900	-4175
346525695	0	34134	62845	0	794189	0	1961	-9564
346525857	0	957	407233	367602	4071661	2011	365644	0
346525861	0	0	9031	0	22075	0	4	16778
346526087	0	0	91116	0	1289461	0	0	18005
346526309	0	0	8201	0	75648	0	0	5307
346526411	0	0	99498	0	260743	0	1881	-8437
346526694	2720378	126278	584909	0	2131543	0	-61348	-282845
346527172	0	0	237954	0	0	0	0	-106380
346527281	132026	0	374249	0	11750863	0	11573	688
346527626	0	0	46812	0	242890	0	0	-2136
346527701	0	6	19990	0	1315	0	367	-35395
346527860	0	98	187464	0	203938	0	0	-24408
346528288	0	104	54064	0	2537607	0	735	-60555
346528308	0	0	1274935	0	48546402	0	11116	337903
346528868	0	114387	153935	0	4739897	0	0	12727
346528879	0	0	330234	0	0	0	15399	-73729
346529478	0	11	48061	0	1607974	0	32	90365
346529567	0	0	9720	0	0	0	18	-9747
346529813	0	1	25775	0	94124	0	0	19935
346530123	2720	0	19724	0	677972	0	0	42000
346530510	0	0	1507	0	915	0	0	-1288
346530888	0	0	6260	0	18814	0	0	19542
346531019	30000	11	0	0	0	0	0	26964
346531828	0	0	26244	0	0	0	0	-71154
346532372	0	0	17419	0	125945	0	0	-746
346532522	0	0	796	0	6521	0	0	1892
346533380	51122	0	6914	0	958746	0	0	855
346533601	0	10857	92686	0	1059390	0	0	2888
346534265	0	56	0	0	0	0	1556	557444
346536218	676	20382	19650	0	0	0	0	34650
346536633	50253	1753	13199	0	903555	0	0	42955
346536918	0	0	74323	0	262510	0	0	-4383
346537192	25000	0	12182	0	85529	0	83	25242
346537201	0	4	345150	0	1480604	0	3509	308745
346538130	0	0	475113	0	8782875	0	0	62229
346538304	0	0	594046	0	5416812	0	1110	-69709
346538928	0	88	0	0	0	0	1602	-3225
346539337	0	33	279829	0	823763	0	0	22090
346539442	0	80	55540	0	24465	0	0	661
346541541	0	6	389	0	36922	0	0	19855
346542062	0	0	5546	0	115853	0	0	-46
346542073	0	0	2507	0	5052	0	0	5893
346542089	0	0	15151	0	110463	0	0	-9964
346542089	0	0	12037	0	332948	0	509	6600
346543237	0	51	286	0	0	0	0	190
346543384	6070	1929	1638	0	4441	298	6661	0
346543794	0	0	547	0	8919	0	0	642
346544909	505000	0	360	0	0	0	0	342785
346545084	0	0	151953	0	558811	0	0	-59231
346545681	0	0	3490	0	0	0	0	665
346546418	75577582	2694438	7927722	0	31502164	0	3681575	-350810
346546419	1396421	971207	2867560	0	10266134	0	1305254	34667
346546420	9878535	1267518	3757401	0	15720317	0	1724684	7891286
346547726	0	0	154374	0	2993820	0	3491	-12948
346548007	0	215	190697	0	809094	0	0	1499510
346548332	0	0	0	0	0	0	0	3758
346549129	0	60	8735	0	849630	0	-4040	-3149
346549753	0	43	711142	0	4181807	0	0	-135530
346550693	0	0	9623	0	18678	0	0	-2781
346553433	16177	2217	41	0	0	47502	0	102289
346554103	0	0	11188	0	108739	0	0	-13630
346554560	2050000	0	0	0	0	0	0	1710227
346554832	77500	0	0	0	0	0	10071	117097
346554839	0	0	65521	0	152238	0	0	6027
346554844	0	2	1776	0	4684	0	0	23690
346554850	25000	0	6342	0	357016	0	0	15198
346554966	7650	1	0	0	0	0	0	5848
346555080	0	0	0	0	0	0	3631	-4706
346555132	150000	20990	0	0	83977	0	0	132566
346555169	0	1	14549	0	21990	0	0	1470
346555203	0	0	14029	0	561398	0	0	-15536
346555349	0	46	1051629	0	0	0	0	673100
346555476	1000000	88	353709	0	2180266	0	0	109297
346555686	10303557	0	361	0	19995	0	0	6107608
346555862	0	26	67410	0	0	0	0	25219
346555866	0	6	0	0	0	-5520	0	-3978
346556106	124455	37919	1827	56474	0	0	0	102000
346556158	248294	21149	150635	0	261339	0	358501	-179162
346556381	0	0	1796	0	8034	0	0	-1827
346556680	0	38	0	0	0	0	0	-4989
346556680	0	11	0	0	0	0	0	-5049
346557121	0	32	38849	0	125157	0	0	-10318
346557729	0	3	10381	0	163041	0	0	-17195
346557733	0	0	8223	0	27190	0	0	10395
346557775	0	0	1714	0	4666	0	0	4500
346557797	0	0	13175	0	198066	0	87	-10642
346557797	0	0	17591	0	72450	0	0	5205
346557813	0	0	7125	0	0	0	0	8141
346558081	0	0	10857	0	88790	0	0	93789
346558394	0	0	2581	0	27542	0	0	-162
346559271	0	29	19672	0	310000	0	0	10736
346559822	0	0	2817	0	10457	0	0	-889
346559843	100000	0	0	0	0	0	0	33076
346560639	278302	0	2989	0	0	0	1696512	0
346560664	0	986	101957	0	1757071	0	0	-15019
346562418	1000	63	0	0	0	0	0	-395
346563156	61200	506	0	0	0	0	0	55235
346563471	0	0	41522	0	564637	0	-3918	27228
346565426	0	2681	83087	0	3630774	0	0	-20809
346565430	0	3338	15028	0	100706	0	272	-14886
346565519	0	0	71946	0	45100	0	1249	-19049
346565647	0	69	161	0	0	0	0	5486
346565830	72313825	139	1655083	0	0	0	175728	5544006
346566216	0	0	4093	0	66008	0	0	-3151
346566801	0	0	54	0	1998265	0	0	890771
346566892	0	0	649246	554753	13833648	0	-44406	-232297
346568495	200	285	33663	0	405210	0	0	176393
346568632	75000	0	37528	0	0	0	0	36926
346572279	0	0	24283	0	131512	0	0	63
346572280	120000	49541	54284	0	570621	0	3898	-58278
346572300	0	0	47103	0	248924	0	9860	-9035
346572552	0	0	306	0	1841	0	0	27
346572552	0	0	485	0	24257	0	0	-862
346572553	0	0	21809	0	26699	0	0	17137
346572553	0	0	15889	0	493878	0	450	4347
346572724	0	1	92889	0	171465	0	0	22244
346573738	0	479	105623	0	507453	0	0	-5115
346574722	0	28535	525768	0	757618	0	105000	489872
346574742	0	0	28059	0	861827	0	354	-17904
346574879	0	343	1346230	0	13843632	0	5200	-423189
346574882	13441	0	333088	0	4563329	0	-6378	74248
346575174	0	0	15378	0	12844	0	0	-163
346575175	0	0	6004	0	407832	0	0	412
346575176	0	0	3635	0	253412	0	0	151
346575177	0	0	8140	0	6864	0	0	79
346575178	0	0	18099	0	49606	0	221	-874
346575179	0	0	3303	0	57585	0	0	131
346575477	1000	0	514167	0	12441809	0	0	-348538
346575611	0	0	3757	0	6209	0	25	-1083
346576279	0	0	52429	0	243398	0	1074	-10605
346576810	0	0	42727	9750	769792	0	1645	-7617
346577308	0	0	31928	0	459232	0	0	25155
346577350	0	0	32373	0	607916	0	0	141358
346577619	0	0	3678	0	63999	0	23	-830
346577710	2000000	3414	2345744	47312	79424197	0	759141	585868
346580925	0	0	1986401	0	24996376	0	0	-2422041
346582182	0	0	39472	0	1455331	0	0	28488
346596076	33344	0	0	0	0	0	951	27418
346596908	164541	4	46417	0	202202	0	0	10565
346596966	500	0	2108	42629	12005	14	25484	-6420
346597702	0	0	11594	0	252289	0	68	-744
346598526	0	0	30948	0	115974	0	0	-969
346598971	0	27160	2862285	16078	35098513	0	10698	-2480013
346599113	0	2	38675	0	143202	0	0	-2134
346603468	0	0	49616	0	372293	0	0	15918
346605100	0	0	73879	0	860637	0	0	-14044
346608643	0	0	64583	0	1043009	0	0	-16620
346609892	0	0	10233	0	853875	0	0	18582
346610316	0	34	17642	0	39863	0	0	3579
346610889	0	85	444746	0	0	0	0	-638007
346610983	0	0	2505	0	31756	0	0	-2411
346611350	800000	329	0	0	11800	0	0	588763
346613413	0	0	152950	0	1556938	0	0	-170220
346616858	0	0	10013	0	34179	0	0	9556
346619471	0	0	48138	0	390547	0	0	-13650
346619471	0	0	66660	0	874795	0	26696	82182
346623289	0	0	0	0	0	0	0	0
346623853	0	0	29875	0	542571	0	614	-5454
346632809	0	0	110704	0	699121	0	0	-16776
346636135	0	0	1931	0	91494	0	0	-329
346636139	0	0	1339	0	39043	0	0	214
346636156	0	0	398	0	4348	0	0	15
346636217	0	0	703	0	5985	0	0	22
346639318	0	0	17057	0	493480	0	617	305
346649833	0	0	842	0	46178	0	150	-48
346652426	0	0	1221	0	25219	0	0	87
346653271	0	0	6430	0	24572	0	0	-2653
346656480	0	0	14144	0	149372	0	0	-2273
346672173	0	0	15870	0	326695	0	704	-9739
346673319	0	0	43506	0	879263	0	54	-15923
346674388	0	0	7184	0	120507	0	0	-1917
346674388	0	0	5933	0	3325	0	0	-3443
346685817	0	0	14615	0	79900	0	0	-2001
346686544	0	0	3230	0	58049	0	0	-3926
346687006	0	0	66592	0	442841	0	0	-14545
346689173	0	0	2553	0	10198	0	-239	-935
346692749	0	0	29227	0	284549	0	0	-8971
346696528	0	2	1822	0	0	0	0	5000
346699212	0	0	46942	0	297697	0	0	-5616
346703797	0	0	43157	0	244950	0	0	-2917
346704204	0	0	2883	0	11928	0	-155	-1047
346714577	0	0	2035	0	31913	0	0	-1950
346714661	0	195	0	0	0	0	0	-617
346715672	0	0	14722	0	124495	0	0	-3890
346716883	0	0	1088	0	160	0	0	-830
346724395	0	0	183667	0	1179315	0	0	-31490
346736607	0	0	20575	0	198752	0	0	-1131
346738054	0	0	7703	0	115793	0	0	23601
346738742	0	0	33155	0	38348	0	1234	-1601
346738800	0	0	27996	0	0	0	50	-7495
346741740	0	0	73696	0	274136	0	0	-8113
346742103	0	0	7041	0	25577	0	0	-6371
346742103	0	2940	0	0	0	0	0	-5871
346742325	0	0	6741	0	62023	0	1000	-9848
346743541	0	0	103066	0	1338565	0	186	-19447
346745005	0	0	2549	0	2000	0	0	-2781
346745042	0	0	5225	0	119029	0	-296	-1887
346745044	0	0	6250	0	116494	0	-440	-1591
346745045	0	0	6572	0	140989	0	-242	-2124
346745046	0	0	5525	0	103023	0	-542	-1845
346747424	0	0	94819	0	514673	0	0	-7968
346748261	0	0	84014	0	1630297	0	4138	234
346754483	0	0	226223	0	5169962	0	132	-6718
346757371	0	0	164726	0	659293	0	0	-87849
346757618	0	0	3349	0	74075	0	0	-3218
346758282	0	0	29088	0	591222	0	301	-3237
346765153	0	0	59295	0	295815	0	117	-14429
346766601	0	0	1678	0	27361	0	0	18269
346766689	0	0	1359	0	14000	0	0	-2718
346772300	0	0	3727	0	65370	0	754	-628
346772666	160844	4	19754	0	236581	0	0	464545
346775066	0	0	33913	0	749211	0	345	18975
346777250	0	35206	44099	0	426523	0	90	459691
346779395	0	1	604	0	2998	0	0	1264
346779406	0	0	25370	0	269303	0	0	-7481
346781636	0	0	261984	0	4508399	0	14028	-55808
346781640	0	0	57104	0	1337991	0	-9384	-3726
346783521	0	0	1719	0	35525	0	11	35
346789013	0	2910	0	0	0	0	0	2000
346790013	0	0	2542	0	19981	0	0	-4823
346791037	0	0	6872	0	103407	0	0	-2635
346791038	0	0	3623	0	93996	0	0	-1898
346792962	0	0	17139	0	321045	0	0	-6212
346793439	0	0	14637	0	723866	0	0	60767
346794207	0	0	7254	0	133235	0	0	-17123
346794214	0	0	6107	0	123018	0	0	-2625
346794216	0	0	15224	0	318082	0	0	-7303
346794496	221096	0	6605	0	83274	0	0	7582
346805264	0	45	15131	0	325067	0	76	-28189
346813860	0	0	15978	0	96761	0	0	-11226
346814043	0	0	331553	0	2389646	0	0	-18289
346814447	250	0	0	0	0	0	0	0
346815233	0	0	9443	0	0	0	0	34143
346818405	0	0	1983	0	28355	0	0	1847
346818405	0	0	4319	0	117081	0	118	2233
346819968	0	0	3925	0	8292	0	0	-2836
346822394	0	0	8495	0	42826	0	0	-2471
346827763	0	0	16571	0	317323	0	0	-8216
346829874	0	0	3433	0	89889	0	0	-6310
346829894	0	0	69521	0	709483	0	56	-17653
346837820	0	2189	0	0	0	0	0	-2996
346838034	0	0	4382	0	3400	0	0	-2842
346845208	0	0	2794	0	43895	0	0	-598
346845271	0	0	7688	0	142864	0	245	-9286
346847641	0	30820	176213	0	1578845	0	0	-11267
346850627	8453	3	1086	0	18070	0	0	18364
346850815	1760300	0	480033	0	6187925	0	8624	1560377
346851361	92004	2	8775	0	476281	0	0	0
346851444	0	0	1759	0	52820	0	53	-2762
346854105	1200	0	6739	0	45114	0	0	2518
346854362	0	0	18337	0	327528	0	483	-3832
346854365	0	0	24818	0	445045	0	1724	-4664
346855820	0	3	2033	0	57627	0	0	-3482
346861417	0	0	74206	0	681185	0	177	-24575
346863075	0	0	1470	0	72474	0	0	-889
346864388	80	1854	0	0	0	0	0	19441
346864391	735	0	0	0	0	0	0	2750
346866439	0	96	0	0	0	0	0	-153
346867453	0	0	91612	0	650841	0	0	-53153
346867551	0	0	5623	0	144552	0	0	87322
346872214	0	0	230054	0	2834257	0	101100	181262
346875773	0	0	15464	0	0	0	4350	-13781
346878897	0	0	20860	0	722011	0	89	-10016
346881208	0	0	2432	0	16974	0	0	12
346881636	0	0	13362	0	105327	0	0	-6968
346881707	0	3	19698	0	53100	0	0	8892
346883645	0	0	38199	0	201346	0	4000	-81998
346883818	48357	0	51161	0	186797	0	0	-7490
346883855	0	437	155274	0	997676	0	0	43641
346888841	0	0	8841	0	34697	0	-486	-848
346889055	0	0	10716	0	93249	0	0	51857
346890256	0	0	32695	0	305832	0	2125	-25910
346890382	0	0	2853	0	49924	0	0	54235
346899181	0	2103	3716117	0	24992606	0	-361895	-1549008
346900386	0	964	0	0	0	0	0	-299
346900472	0	0	145907	0	2913701	0	0	-123022
346900509	0	0	3433	0	64618	0	0	-223
346900510	0	0	1280	0	9824	0	0	-1976
346901968	0	0	28346	0	262364	0	14	-9902
346902315	0	0	9024	0	70057	0	0	-2353
346903105	0	0	1748	0	41656	0	0	-781
346904042	0	38	0	0	0	0	0	-2451
346904248	0	0	35573	0	431966	0	0	-12520
346904600	0	2	2668	0	24146	0	0	9571
346905130	0	0	58643	0	626302	0	424	-815
346905144	0	0	76755	0	1679172	0	0	-3402
346905388	0	0	407769	0	5028305	0	0	-407320
346907740	0	0	9171	0	29651	0	0	32742
346910847	0	0	2022	0	3826	0	-185	-676
346910848	0	0	2022	0	3826	0	-185	-628
346910850	0	0	2022	0	3826	0	-184	-625
346915071	0	0	26441	0	169677	0	0	-11689
346916503	0	0	31162	0	203370	0	0	-2233
346921501	0	317	107246	0	3098533	0	28453	116919
346922241	0	0	6045	0	84052	0	0	4860
346922439	0	0	35777	0	41437	0	0	-31369
346924212	0	1032	105751	0	1698252	0	0	223833
346924588	0	0	70632	0	15727	0	0	5919
346927210	0	0	508023	38500	0	0	1214	93626
346930162	0	0	60903	0	318200	0	78	-4231
346930405	104717	2	5654	0	1407102	0	0	15514
346931016	0	0	1066	0	0	0	0	-2196
346933776	150230	725	6264	0	0	0	0	44801
346936533	0	0	70632	0	15727	0	0	5919
346941084	90000	10	0	0	0	0	0	37685
346942668	0	0	5449	0	12230	0	0	2350
346942736	0	0	56212	0	329442	0	0	-60511
346946124	0	0	130295	0	1283229	0	0	-5915
346950704	0	0	13627	0	138798	0	0	-5771
346952913	0	0	7160	0	28432	0	0	-483
346953379	0	24959	47127	0	423169	0	0	36097
346957891	0	0	18266	0	1047931	0	324	1264
346959040	0	74	46729	0	118519	0	0	-7060
346961117	0	0	25479	0	174759	0	3	-15457
346961975	0	451	159	0	10880	0	0	10316
346967733	0	0	78781	0	355036	0	4082	268
346968228	0	0	17933	0	77515	0	0	44389
346969288	0	0	7028	0	241892	0	0	-219
346973293	0	0	18133	0	22094	0	0	1375
346973688	0	0	384	0	15	0	0	-726
346979141	0	0	3183	0	42493	0	97	-3256
346979145	0	0	18176	0	103278	0	38	-8830
346981260	0	191	0	0	0	0	0	2333
346981592	27278	0	0	0	0	0	0	22291
346981666	0	0	2986	0	223293	0	0	490
346985380	0	0	22308	0	33563	0	0	-13022
346991542	0	11	1119	0	0	0	0	1138869
346991709	0	15793	106114	0	778261	0	23	-7601
346992766	0	4	10705	0	183367	0	0	-4917
346993408	0	0	11137	0	81007	0	16	-1823
346996841	0	0	15484	0	37403	0	1174	-1818
346997685	0	0	12532	0	171317	0	0	-2743
346998992	0	0	28520	0	480105	0	211	-3507
